"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date","app_name"
"54","Thanks you...","https://itunes.apple.com/us/reviews/id25519381","jrcookster","1.21.1",5,"This application helped me discover meditation and its benefits. My thanks to the creators and the instructors.",2019-02-25,"meditation_studio"
"55","Something for every mood","https://itunes.apple.com/us/reviews/id254068640","aldgee1","1.21.1",5,"No matter how I feel, good or bad, I can find an appropriate meditation. There’s almost to many choices. But how can one complain about that?",2019-02-25,"meditation_studio"
"56","Relaxation at its best!","https://itunes.apple.com/us/reviews/id32803749","kee072","1.21.1",5,"This is a great app that allows you so many options for relaxation and meditation.",2019-02-24,"meditation_studio"
"57","Extremely Helpful","https://itunes.apple.com/us/reviews/id117003903","Loti15121","1.21.1",5,"I’ve tried a lot of mediation tapes and apps over the years but this series of Mindful Meditations has been much more helpful and effective.  I find myself sometimes resisting listening but am always more peaceful and at ease after I do listen. Highly recommended",2019-02-24,"meditation_studio"
"58","Wonderful site","https://itunes.apple.com/us/reviews/id220520408","shaylartis","1.21.1",5,"Love to use this daily! Great meditation",2019-02-24,"meditation_studio"
"59","Great app","https://itunes.apple.com/us/reviews/id33469421","ScooterNH","1.21.1",5,"I use meditation studio every night.  It really helps me relax, forget about my inner ‘noise’ and fall asleep easily",2019-02-24,"meditation_studio"
"60","Best meditation app I’ve ever used","https://itunes.apple.com/us/reviews/id209958888","DddfjA","1.21.1",5,"This app is so helpful in all kinds of situations : work, school, stress, sleep, etc. the guided meditations create a learning atmosphere for those new to meditation. For one set price you get so many different teachers and meditations. This app does not bring you in and then lock out meditations unless you continue to pay more and more. So worth it!!",2019-02-24,"meditation_studio"
"61","Simply awesome","https://itunes.apple.com/us/reviews/id666375085","trulyOptimist","1.21.1",5,"The app has variety of meditations to choose from. It’s relaxing and soothing after each session.
Thank you guys!!",2019-02-24,"meditation_studio"
"62","App crashes","https://itunes.apple.com/us/reviews/id367456646","Bit Crumb Trail","1.21",1,"I've used this app for over a year with no problems.  A few days ago I subscribed to get the additional content.  Now the app crashes whenever I open it.  Please help.",2019-02-22,"meditation_studio"
"63","So many options","https://itunes.apple.com/us/reviews/id196581042","TakeAGanderson","1.21",5,"Length, type (sleep, happiness, motivation) I love this app so much and use it every day",2019-02-19,"meditation_studio"
"64","Great app for staying focused.","https://itunes.apple.com/us/reviews/id40184215","aliek06","1.21",5,"I have a flighty brain and this app keeps me honest. I don’t like paying for anything app related generally but I paid for a year of all-access with these guys and I don’t regret a penny. Good investment for your mindfulness journey. Set a reminder to use it daily (from the app!!) to help you stay on track!",2019-02-18,"meditation_studio"
"65","Great Content For Practitioners","https://itunes.apple.com/us/reviews/id201411633","Markxster","1.21",5,"Update
After complaining about the downloadable content not being accessible, a few days passed and the content began to work properly. I am assuming it was a backend issue with their servers as the app didn’t need an update to work properly. They’ve got my subscription.

Original - 1 Star
I downloaded the app and wanted to try out the free content before making the decision to purchase a subscription. After I download a track, I attempt to play the file and an alert controller as presented showing that the downloaded content was out of date and requires the file to be updated. So then it takes me back out to the original screen where I could download the file again. This logic loop continues no matter how many times I read download the track. I attempted to send an email to support through their website and have yet to hear a reply. I attempted to send a message inside the app to support, but the send button is disabled. Now I am resorting to leaving a bad review in the App Store in hopes of actually getting the issue resolved. Once the issue is resolved, I will be more than happy to update my review.",2019-02-17,"meditation_studio"
"66","I love this app!!!","https://itunes.apple.com/us/reviews/id8296627","Toinettemarie","1.21",5,"There is so many different meditations to choose from and being able to search by the length is super helpful when you are looking for a quick 5 min meditation or a longer one.",2019-02-15,"meditation_studio"
"67","I'm really enjoying","https://itunes.apple.com/us/reviews/id9693012","Flexible & grateful","1.21",5,"I really like this app so far. I also use a calm meditation app. I find this one has lots of choices and great teachers.

I love this public speaking meditation. 
For me it is phenomenal it is so soothing reassuring and it really boosts my confidence.
I have felt a little more assertive with my public speaking. 
Thank you so much to the teacher. 
kindly,
Kelly",2019-02-15,"meditation_studio"
"68","Love this app!","https://itunes.apple.com/us/reviews/id258404093","elchica","1.21",5,"This app is wonderful. So many meditations to choose from and a wide variety of teachers. I have never experienced any issues with this app. Worth every penny.",2019-02-14,"meditation_studio"
"69","Awesome","https://itunes.apple.com/us/reviews/id290071860","Meditony","1.21",5,"Great guides, perfect for beginners interested to learn.",2019-02-14,"meditation_studio"
"70","Perfect","https://itunes.apple.com/us/reviews/id109084113","Linnea Elizabeth","1.21",5,"Honestly I love everything about this app. There are so many choices. And they’ve all been great. Background music could use a few more choices, but the ones they offer aren’t bad. I love how the people talking and the times all vary so much so that you can choose exactly what you want, when you want it. Most of these meditations have me totally centered and happy within 2 minutes or less.",2019-02-13,"meditation_studio"
"71","Something for everyone","https://itunes.apple.com/us/reviews/id620678982","lsevange","1.21",5,"So much to chose from that there is something for everyone and everything.",2019-02-13,"meditation_studio"
"72","I’m so grateful","https://itunes.apple.com/us/reviews/id36590508","AMZAMORA78","1.21",5,"This app along with untangle podcast have been great finds and an incredible source of inspiration and peace of mind. I am very grateful for the work that everyone puts into it. I feel that more and more people are awakening and you are helping us to see the light and to walk towards it. Thank you tons.",2019-02-13,"meditation_studio"
"73","The app I never knew I needed...","https://itunes.apple.com/us/reviews/id180116520","Misstarebear","1.21",5,"Prior to this app I was not big into meditating at all, it was something I never did. Now, it’s essential I do it once, often twice a day. The meditations are guided, thorough, quick, and offer a variety of practices that help me manage my mind throughout the day. It is extremely user friendly and has something for everyone. I highly recommend it for those looking to expand or even begin their meditation process!",2019-02-12,"meditation_studio"
"74","Helps focus, distress, and re- charge","https://itunes.apple.com/us/reviews/id146800611","Ayelet Designs","1.21",5,"Highly recommended, very easy to follow, few minutes every day makes huge difference",2019-02-11,"meditation_studio"
"75","Great app for catching your breath","https://itunes.apple.com/us/reviews/id38509058","ScooterB","1.21",5,"The best part of the app is the deep relaxing feeling you get after using it. It takes the edge off in a big way.

Wish there was a timer reminding me to use it because when I need it most I’m too stressed to remember it is there.",2019-02-11,"meditation_studio"
"76","Peace in my pocket","https://itunes.apple.com/us/reviews/id555837472","MamaSocialWorker","1.21",5,"My toddler and I love this app and use it almost daily. One nice surprise was to look back on the calendar months and see which meditations we were using at certain times of the day and reflect on why, how and the results of using those specific meditations. Love this!",2019-02-11,"meditation_studio"
"77","Simply the best!","https://itunes.apple.com/us/reviews/id101783145","Tomas el mellizo","1.21",5,"Me ha llevado a una vida diferente! Exitos!",2019-02-11,"meditation_studio"
"78","FINALLY!","https://itunes.apple.com/us/reviews/id36860885","whitbrat","1.21",5,"I’d just about given up on finding a meditation app that worked for me and then this came along. I love the various ways you can make this work for you. The courses are excellent for us beginners and then even just for trying different methods. Having the option to create playlists of things we want to try or revisit is also helpful. I’ve definitely notified a change in my level of serenity since using the app so it giving it 5 Stars was a no brainer.",2019-02-11,"meditation_studio"
"79","Best app ever!!","https://itunes.apple.com/us/reviews/id933661356","harris two","1.21",5,"Life changing.  So worth every penny <U+0001F60D>",2019-02-10,"meditation_studio"
"80","Best meditation app!","https://itunes.apple.com/us/reviews/id615402395","cr4zycatl4dy","1.21",5,"I use this app everyday. I really like all the options in it. With all the teachers you’re bound to find one that speaks to you. With all the categories you’re bound to find the one you need for any day. I used the free app for over a year before deciding to subscribe and I’m really glad I did.",2019-02-10,"meditation_studio"
"81","Best meditation app!","https://itunes.apple.com/us/reviews/id447663137","kitmba","1.21",5,"This is by far, the best meditation app I have tried. I have been listening to these sessions for several years now and have been able to learn how to find a calm center when I get stressed.",2019-02-10,"meditation_studio"
"82","Absolutely wonderful","https://itunes.apple.com/us/reviews/id297526683","Di1!/4","1.21",5,"There is a wide variety of meditations and this has been an easy way to incorporate this into my routine. They do a great job!",2019-02-09,"meditation_studio"
"83","Getting better every day","https://itunes.apple.com/us/reviews/id253703700","naked-mole-rat","1.21",5,"This app has come such a long way! I love how it keeps improving and adding new meditations and functionalities. Keep up the good work! Namaste",2019-02-09,"meditation_studio"
"84","Wonderful and easy to use","https://itunes.apple.com/us/reviews/id191651224","Rjsini","1.21",5,"I love the already set meditations with the variety of topics and I especially love that I can create my own.",2019-02-09,"meditation_studio"
"85","Very helpful","https://itunes.apple.com/us/reviews/id651978147","oathr","1.21",5,"I’ve been using this app for quite some time now. I recently subscribed in order to get full access to all of the meditations. I use it almost every day and find it very helpful.",2019-02-09,"meditation_studio"
"86","Still sexist and full of “woo woo”","https://itunes.apple.com/us/reviews/id32882400","Alex Timing","1.21",1,"Get 10% Happier or Headspace or best yet, Waking Up by Sam Harris.",2019-02-09,"meditation_studio"
"87","Awesome","https://itunes.apple.com/us/reviews/id34427588","Babe Lincoln","1.20.1",5,"In lieu of therapy and treatment for PTSD diagnosed almost 10 years ago comes as a soothing lifesaver.",2019-02-06,"meditation_studio"
"88","Awesome!","https://itunes.apple.com/us/reviews/id492394332","NonaLane2208","1.20.1",5,"Totally worth it :)",2019-02-04,"meditation_studio"
"89","Fantastic","https://itunes.apple.com/us/reviews/id37593462","corkypie216","1.20.1",5,"This app has the best meditations and is designed to be so easy to use. I’ve tried them all and this is my favorite!",2019-01-31,"meditation_studio"
"90","Great, but free vérifions is too limited","https://itunes.apple.com/us/reviews/id28425453","Student 6097","1.20.1",4,"Great app, but wish there were more free options. Especially if it wants to get people hooked on the guided recordings. The guided meditations were really helpful and I think if there were more ways to try them out, others would be willing to shell out the $$ for the subscription. It did help me keep up my habit of meditating in the morning or when I get stressed. And I really like the section that allows you to make your own unguided meditation timers.",2019-01-30,"meditation_studio"
"91","Playlist","https://itunes.apple.com/us/reviews/id236925994","Barefootx2","1.20.1",5,"Great to see the Playlist added. Now I can use my mediation time going right to a specific title instead of “looking.” Excellent!",2019-01-27,"meditation_studio"
"92","Highly recommend","https://itunes.apple.com/us/reviews/id109568896","EPfamily","1.20.1",5,"We use the kids meditations and they are very good. I am starting a more consistent meditation practice and value this app - worth the price. Surprised it wasn’t more for the depth of Content.",2019-01-26,"meditation_studio"
"93","Lovely app","https://itunes.apple.com/us/reviews/id155295723","cwilliams333","1.20.1",5,"Meditations for us all.",2019-01-24,"meditation_studio"
"94","Mindfulness at its best","https://itunes.apple.com/us/reviews/id217272262","Rrs 17","1.20.1",5,"Use the app everyday",2019-01-24,"meditation_studio"
"95","Love","https://itunes.apple.com/us/reviews/id145525210","n1kiilgdtyvh","1.20.1",5,"Love this app. And as a psychologist in training I’ve recommended and had great results using with clients",2019-01-24,"meditation_studio"
"96","Best overall value","https://itunes.apple.com/us/reviews/id35646339","mlorio","1.20.1",5,"This app has been my go to meditation app for several years. While I’ve tried others that had more name recognition this one has the best quality of meditations.",2019-01-22,"meditation_studio"
"97","Perfect Intro to Meditation","https://itunes.apple.com/us/reviews/id36271754","iholljes","1.20.1",5,"This app introduced me to meditation and made it a regular and deeply important part of my life. I’m very grateful for the guided meditations from these skilled teachers.",2019-01-22,"meditation_studio"
"98","Amazing app!!!","https://itunes.apple.com/us/reviews/id6729532","JonasBrotherFan","1.20.1",5,"I had downloaded a few meditation apps and this one is definitely my favorite! I love how there are so many different topics and subtopics for the guided meditations. I pick a course and meditation according to what I'm feeling. It's helped me increase my self awareness and accept what I'm feeling with no judgement. And that's what gives me the strength to work through my setbacks and shortcomings to get more from myself and my life :)

It initially takes some self-discipline.. But if you can change your perspective and find enjoyment in meditation.. It can be a game changer ;)",2019-01-21,"meditation_studio"
"99","Best App Ever","https://itunes.apple.com/us/reviews/id30816793","Real euchre player","1.20.1",5,"Meditation Studio is fantastic.  Rich content, nice features, expert guides. Life changing.",2019-01-20,"meditation_studio"
"100","Life changing","https://itunes.apple.com/us/reviews/id576288565","leandra2121","1.20.1",5,"This app and these meditation teachers have literally changed my life. Been using this app for years now. And subscribed. Daily routine can’t live without it. <U+0001F486><U+0001F3FC><U+200D><U+2640><U+FE0F>",2019-01-20,"meditation_studio"
"101","Best meditation app","https://itunes.apple.com/us/reviews/id345648837","secgps","1.20.1",5,"Love this app. Use it every day",2019-01-19,"meditation_studio"
"102","Great app!","https://itunes.apple.com/us/reviews/id38288770","cblsenanttdeers","1.20.1",5,"Great app!",2019-01-19,"meditation_studio"
"103","IamSpartan300","https://itunes.apple.com/us/reviews/id110190039","IamSpartan300","1.20.1",5,"Love it!",2019-01-18,"meditation_studio"
"104","incredible app!","https://itunes.apple.com/us/reviews/id210954718","wldflwr.taylor","1.20.1",5,"this is the first review I’ve ever left for an app and it’s simply because it’s THAT good. meditation has been a major life changer for me and this app has been the facilitator of that change. there are so many options in teachers, lengths of time, focuses of meditation, etc. I’m a therapist so the meditations for first responders is particularly useful for me and helps with my compassion fatigue. no, the app isn’t free, but think of your life as worth the investment. <U+2728>",2019-01-18,"meditation_studio"
"105","Just what I Need","https://itunes.apple.com/us/reviews/id110963450","yogarunner4ever","1.20",5,"Depending on how I am feeling, I can always find a meditation that fits my mood. All of the instructors have amazing voices and relaxing words that allow me to zone out.  I use this app daily and don’t know how I’d get through my day without it.",2019-01-18,"meditation_studio"
