"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date","app_name"
"12","Don’t wanna pay don’t download","https://itunes.apple.com/us/reviews/id249772469","BruhMp","4.11.3",1,"You get like 3 things to listen to for free everything else you have to purchase. Bare minimum of the app so you can barely see if it’s worth buying and for 70 bucks? Lol okay",2019-07-08,"calm"
"13","Excellent","https://itunes.apple.com/us/reviews/id86176935","Linds1230","4.11.3",5,"The Calm App is excellent! It has provided me with structure, guidance, and methods for staying present. I am grateful for my ability to use the app anywhere. The only addition I would like to see is more meditations related to mindfulness at work (creativity, public speaking, passion/calling discovery, etc.). Thank you for everything, Calm!",2019-07-08,"calm"
"14","Don’t Download","https://itunes.apple.com/us/reviews/id486815561","My'chael","4.11.3",1,"I used this app one time forgot to delete the app and they took $76 off my account be careful!!!!! And they don’t do refunds. !!!! Scammers I want my money back what do you mean no refunds",2019-07-08,"calm"
"15","Calm review","https://itunes.apple.com/us/reviews/id963621481","Christine the peace maker","4.11.3",5,"Great and simple exercise to add calm to hectic lives.",2019-07-08,"calm"
"16","Cancelation","https://itunes.apple.com/us/reviews/id32419587","lollipo[","4.11.1",5,"How do I cancel this app and stop being charged?",2019-07-08,"calm"
"17","All stuff locked!","https://itunes.apple.com/us/reviews/id574684721","Doggy19","4.11.3",1,"When I first got on calm I looked through everything and it was all locked so I gave it one star.",2019-07-08,"calm"
"18","Day 1","https://itunes.apple.com/us/reviews/id308666382","smiller69","4.11.3",5,"I enjoyed this session and looking forward to tomorrow.",2019-07-08,"calm"
"19","All YOU Need to know about this app","https://itunes.apple.com/us/reviews/id1044743353","Craftyoshi","4.11.3",4,"When first entering the app, you are prompted to a free trial of one week, and after that one week you have to pay $70 for premium content. However, as many reviewers may not know is that there is an X at the top of the screen. At first I was disappointed with the content there was without premium, but soon there was an update, and things are much better than before. This update is convincing me that I should get premium!
Otherwise all of that I absolutely love this app, and I think every stressed human bean needs it.🙂",2019-07-08,"calm"
"20","Anxiety","https://itunes.apple.com/us/reviews/id390576063","meghan trainor 65","4.11.3",5,"It helps me me get to sleep if i have anxiety",2019-07-08,"calm"
"21","Too much stuff on Calm Premium","https://itunes.apple.com/us/reviews/id959499906","hfcgtcyxd","4.11.3",3,"I think this app is great. But there’s a big problem. I’m one of those kids who can’t go to sleep no matter what sometimes, so when I first got calm I realized that way too much stuff is on the calm premium. I really wish the people who created this could fix that. But other that the app was amazing.",2019-07-08,"calm"
"22","Fantastic app (w/ a recommendation)","https://itunes.apple.com/us/reviews/id24657494","Ella79","4.11.3",5,"This is a fantastic app. It costs a lot for an app, and I expected to quit after the free trial. But it was too good and useful. There are lots of different guided mindfulness meditations, which I’ve actually been using regularly. It’s really helped me work short meditation practices into my day at different times (and for different purposes: from focus to calm to sleep). I’ve also listened to some of the sleep music and sleep stories to help wind-down and get a good nights sleep when I’m hyped up over a stressful day.

Request: One thing I’m really hoping they will add soon is a separate set of guided meditations (or at least one longer one) for actual mind-body physical healing (after injury, surgery, or from illness). I would also benefit from guided meditations on coping with & living with chronic pain. Please consider adding these!",2019-07-08,"calm"
"23","The best calming app","https://itunes.apple.com/us/reviews/id903181122","jacecalm","4.11.3",5,"Calm is the best app for calming me, it has meditation to keep me calm, sleep stories for amazing sleep ,even though you pay for calm premium.(which I do NOT like)",2019-07-07,"calm"
"24","Not worth it","https://itunes.apple.com/us/reviews/id690833795","Box Mountain","4.11.3",1,"Why would I pay $70 a year when I can listen to the stuff on YouTube and Pandora for free",2019-07-07,"calm"
"25","Beware the “free” trial","https://itunes.apple.com/us/reviews/id26117702","Boon4321","4.11.3",1,"I tried the free trial and didn’t want to renew the subscription. Somehow Apple charged me anyway and I was forced to pay $75 for an app I don’t use or want. Calm is set up to renew automatically and does not ask your permission to charge your card. They just go ahead and do it, and take zero responsibility for it if you try to protest or cancel. Instead, they send you to Apple, which will automatically reject your request for a refund. This is abysmal user friendliness - it is way too easy to be tricked into paying for the full version, even if you try to disable it on your phone. Extremely disappointed in this app and its developers.",2019-07-07,"calm"
"26","Love it!","https://itunes.apple.com/us/reviews/id142741415","Stephanieschwarz","4.11.3",5,"I love this app.  I have tried so many and they just weren’t it!  This has really helped me relax.",2019-07-07,"calm"
"27","This app is changing my life and it’s only been two weeks","https://itunes.apple.com/us/reviews/id117640725","bandannanannah","4.11.3",5,"When I downloaded this app based off a YouTuber’s recommendation, I was skeptical. I’ve done yoga for a decade and have always, always struggled with meditation, so much so that it would sometimes set off panic attacks. I’ve truly done my best to only focus on moving meditation via asana, but I move in and out of frequent practicing. I’ve always been a person that is essentially stressed 24/7, but with bipolar disorder, letting that stress take hold can be dangerous. 

I had a bit of an episode a couple weeks ago when I hadn’t had one in a very, very long time, and feeling out of control over my own emotions like that again scared me. I decided I needed to do everything possible to set myself up for success when it comes to mental health, and knew (and have known for a long af time) meditation is one of the most effective ways to facilitate that.

I’ve tried various apps and methods half-heartedly, with meditation always feeling like torture. When your mind is a nightmare most of the time anyway, it’s hard to intentionally put yourself in that space, undistracted, for even 5 minutes. 

As soon as I opened Calm for the first time, I was just like, “Yeeeessssss...” I’m a designer and the UI just so perfectly invokes a sense of peace and tranquility, and the design is so beautiful and enjoyable to interact with; i was so impressed. I started the 7 Days for Anxiety series, which were 11ish minutes apiece, and to my surprise, it was so pleasant!!!!!! Tamara is a meditation wizard and her practices resonated with me in a way nothing else has before. It was not torturous! I enjoyed the ten minutes! And it’s still been that way since. Also - the sleep stories !!! I was having trouble sleeping when I downloaded and they helped so much !!!! 

I’ve never wanted to pay money for a meditation app but this one was worth it. At $60 for a year you can’t beat it, and it’s truly an investment in your health. I can’t wait to be able to use Calm from now on. It might be my favorite app I’ve ever downloaded.",2019-07-07,"calm"
"28","Great sleep thing","https://itunes.apple.com/us/reviews/id558287171","logan kammerer","4.11.3",5,"This the best app for sleep I have a sleeping problem and it helps me to fall asleep fast and better thank calm",2019-07-07,"calm"
"29","The best mediation app there is","https://itunes.apple.com/us/reviews/id233045429","maikawari","4.11.3",5,"I absolutely LOVE how these 10 mins sessions are designed. So effective and can easily fit in my morning routines, I rarely start my day without it now.  I love the beautiful combination of silence mediation/breath work and the inclusion of a strong moral message of the day at the end of each session. I have been using it for over a  year now, however I am excited to yet explore the other aspects of the app, that are geared to other parts of the day/emotions.  Tamara’s voice is so calming ( good choice of app name ;) and I really appreciate when she uses her own stories for the listener to resonate with. I salute you Tamara for carefully curating the lessons here and spreading the positivity  we need to love and accept ourselves first in order to give it back to the world. Thank you. Bless you and your beautiful efforts.",2019-07-07,"calm"
"30","Very helpful","https://itunes.apple.com/us/reviews/id557509231","kb90867465223","4.11.3",4,"This app has helped me tremendously, while my introduction to it wasn’t great I have enjoyed using the app for the last few months. 
Please, add a search bar though!! When I am looking for something specific it’s often hard to find the right fit for my situation, a search bar would help a lot.",2019-07-07,"calm"
"31","CALMING","https://itunes.apple.com/us/reviews/id751514678","slimebyava","4.11.3",5,"I just tried my first day and I already feel so fresh and calm🥰",2019-07-07,"calm"
"32","I like clam","https://itunes.apple.com/us/reviews/id239455310","Teaching for Free","4.11.3",5,"Hey this is really great",2019-07-07,"calm"
"33","Love It-Helps Me Sleep","https://itunes.apple.com/us/reviews/id527711704","BusyWFOMom4","4.11.3",5,"I’ve listened so many times, I can almost tell the story myself! Also, has increased my desire to travel to France!!!

Just wish there were more free options (recently laid off)....

Thank you!",2019-07-07,"calm"
"34","Must have for a chronic insomniac","https://itunes.apple.com/us/reviews/id354260800","Vipster3","4.11.3",4,"This app has been the only thing that really works for helping me to fall asleep.  I listen to the sleep stories but I have never remained awake to hear the ending.  I would rate 5 stars except for the price.  I’m sure all the other features are good but I just use the sleep stories.  I’d prefer to pay a cheaper price for this one feature.  But still love the app.",2019-07-07,"calm"
"35","Calmness","https://itunes.apple.com/us/reviews/id378532635","January 10, 2015","4.11.3",5,"Looking forward to tomorrow’s session",2019-07-07,"calm"
"36","Amen!","https://itunes.apple.com/us/reviews/id629778262","boymom4under4","4.11.3",5,"Best app I could have ever found",2019-07-07,"calm"
"37","$70 subscription?","https://itunes.apple.com/us/reviews/id104799578","Gdusjs","4.11.3",1,"Rather comical that in my “recommended” section for sleep, all the content was locked behind a $70 subscription. Anyone reading this, just use audible or YouTube the audio recording you find on here. Don’t support developers with this business model.",2019-07-07,"calm"
"38","Where’s my subscription?","https://itunes.apple.com/us/reviews/id338155002","crinkster54","4.11.3",1,"I don’t know how to contact support. Last night I had a full subscription and tonight everything is locked. WTH?  I love the app. I listen to a sleep story every night. I didn’t cancel. 

HELP.",2019-07-07,"calm"
"39","Amazing","https://itunes.apple.com/us/reviews/id519623464","SoCalSunNSurf","4.11.3",5,"I love how I feel after using this app especially after the meditation.",2019-07-07,"calm"
"40","Free?","https://itunes.apple.com/us/reviews/id554939180","kelsy but with a k","4.11.3",1,"The app is free but most of the things there have to be bought, which isn’t a bad thing but when your trying to fall asleep or calm down it’s not very helpful",2019-07-07,"calm"
"41","Review","https://itunes.apple.com/us/reviews/id970006481","skyhigh🤩😎🤩🧐😏","4.11.3",2,"I have  a problem with this app because it keep
Glitching and it is getting on my nerves",2019-07-07,"calm"
"42","Disappointing","https://itunes.apple.com/us/reviews/id988148568","33$&&($:847","4.11.3",1,"Wow I was trying to sleep and I had my sounds on and every 5 minutes I shut off. I hearted some sounds and when I looked the sound were gone, I tried shutting off the app for a minute but it didn’t work. Honestly I expected more. Very disappointed",2019-07-07,"calm"
"43","Why is calm, calming","https://itunes.apple.com/us/reviews/id402851916","Kiaytgsz","4.11.3",3,"To be honest calm is a really good app for sleep, meditation, and calming me down. But the thing is why can’t it be free? The people who get the app, are expecting the app to be free no stuff to buy or anything like that. But when they do get the app, they will find out that it costs money and no one will get it again so please just make it free!",2019-07-07,"calm"
"44","mindfulness","https://itunes.apple.com/us/reviews/id305662025","kamizbdz","4.11.3",5,"i just downloaded this app and i feel so calm and better",2019-07-07,"calm"
"45","Why?","https://itunes.apple.com/us/reviews/id588030668","theweekendperson","4.11.3",2,"So in the beginning I was very pleased about everything, but THE $70 STUFF!? NO THANKS!? I COULDN’T LISTEN TO ANYTHING NO MUSIC! ONLY FOR THE PEOPLE WHO SPEND $70 FOR AN APP! YOU THINK THIS WILL HELP YOUR STRESS AND ANXIETY NOPE! IT MADE MINE WORSE! But the parts I could listen to (LIKE 5 THINGS) were very pleasing. Please make it less locked items.",2019-07-07,"calm"
"46","Happy","https://itunes.apple.com/us/reviews/id462633743","wcccheergirl","4.11.3",5,"I love this app it helps a lot thank you",2019-07-07,"calm"
"47","Premium","https://itunes.apple.com/us/reviews/id538981913","marywithalamb1946294","4.11.3",4,"It’s a really nice app and so far I’ve enjoyed it but if you don’t pay to get premium there is barely anything you can do. I’m pretty disappointed.",2019-07-06,"calm"
"48","Use adult voices","https://itunes.apple.com/us/reviews/id247285794","patsy bee","4.11.3",3,"Your orators have these little baby, sensual voices, typical of a younger generation. I find them annoying. I’m a senior & would prefer to hear mature voices typical of my age group.",2019-07-06,"calm"
"49","Anne Lachmann,RN","https://itunes.apple.com/us/reviews/id519625240","ALach@cClaremont","4.11.3",5,"Fantastic method of relaxation, & sleep for adults & kids.!
I particularly enjoy the sleep stories, what a great idea ,more effective than a sleeping pill. Keep up the good work.
Thanks for sharing, Anne",2019-07-06,"calm"
"50","Expensive","https://itunes.apple.com/us/reviews/id223759367","NEK87960","4.11.3",4,"A lot of things cost money",2019-07-06,"calm"
"51","Love","https://itunes.apple.com/us/reviews/id541441196","TekuraBliss","4.11.3",5,"Love this app. But please PLEASE add a backlog of the daily meditations. I HATE when I miss one and it’s just lost.",2019-07-06,"calm"
"52","Very helpful","https://itunes.apple.com/us/reviews/id971435201","jadyn manning","4.11.3",5,"It will definitely help you focus and get over every day stress",2019-07-06,"calm"
"53","Cool","https://itunes.apple.com/us/reviews/id1037509888","7384629fon","4.11.3",5,"It is amazing",2019-07-06,"calm"
"54","Thank you football dude!","https://itunes.apple.com/us/reviews/id695535233","jilliejilljill","4.11.3",5,"Well, every time I try to hear your story, as soon as i begn to listen.. Mr. Sandman comes along and knocks me out.

I love this app, and have been havibg way less afib moments as you all are geniuses and im getting all my sleep in

thank you and God bless

Jill",2019-07-06,"calm"
"55","Very calming","https://itunes.apple.com/us/reviews/id200197232","Ligiariverita","4.11.3",5,"There was an earthquake while on vacation and we were staying on a high floor of the building. Everyone in the room was scared to sleep because of aftershocks. I put on the app and everyone became so calm",2019-07-06,"calm"
"56","Why do I have to pay to relax??????????","https://itunes.apple.com/us/reviews/id530548200","BCrahan13","4.11.3",1,"I need to pay to relax???? 😂😂😂 Yeah. I’m out. Peace. 0 stars",2019-07-06,"calm"
"57","This Has really helped me","https://itunes.apple.com/us/reviews/id448477879","Stressed Out mother","4.11.3",5,"I love everything about the calm 
app. The daily calm, the stories to
help you get to sleep. I also love the little song choices to help you relax and get sleep. I don’t know who made this app but it has been a godsend to me thank you thank you so much.",2019-07-06,"calm"
"58","Tricked by the Trial","https://itunes.apple.com/us/reviews/id14531205","Mcclava","4.11.3",1,"I did the free trial version and tried to cancel but instead was charged $70 for a year long subscription and cannot cancel. I feel completely cheated by this app.",2019-07-06,"calm"
"59","Scam","https://itunes.apple.com/us/reviews/id790600135","Tlwilliams223","4.11.3",1,"I would highly suggest not downloading this, I did the week ‘free trial’ but was then upgraded to premium which I never did and then charged 75$ for a year subscription without my consent. I noticed after I was charged that there were multiple smaller subscriptions I could have been charged for but instead they got me with the most expensive one. The apps content wasn’t enough good I maybe used it one time. Don’t waste your time or they will charge you like they did to me!",2019-07-06,"calm"
"60","A BAD REVIEW 😡😡","https://itunes.apple.com/us/reviews/id1013830932","Zenebe🥰","4.11.3",1,"Let calm be free I had to make a whole account for this and all of the music and story’s are locked and I can only have two things to here",2019-07-05,"calm"
"61","Great, but can’t do much","https://itunes.apple.com/us/reviews/id991075149","smileycake9","4.11.3",3,"This app is pretty great!
This app overall is genius. But the problem is that if you want to listen to the music, you can’t unless you spend the money.
I thought you at least have a portion of the music, the books and all of that stuff. But you don’t! You have to spend the money to get the whole package.
Overall the app is a amazing, but only if you spend the money.",2019-07-05,"calm"
"62","Life changer","https://itunes.apple.com/us/reviews/id525806970","WowCritic17634","4.11.3",5,"This app has helped me in so many ways. Thank you!",2019-07-05,"calm"
"63","Wonderful app","https://itunes.apple.com/us/reviews/id897599714","Patty A F.","4.11.3",4,"Would like to see some improvement on navigating the app otherwise very nice.",2019-07-05,"calm"
"64","Why make the app free?!?","https://itunes.apple.com/us/reviews/id1022996533","AndyDandy420","4.11.3",1,"Why is the app free but then you charge for even listening to a single thing. Kinda stupid in my opinion.",2019-07-05,"calm"
"65","Love the app but...","https://itunes.apple.com/us/reviews/id382157966","jenzy07","4.11.3",4,"It seems as if with every update the content that is free is getting smaller. I use to be able to the ocean waves however it is now locked content which is disappointing.",2019-07-05,"calm"
"66","Don’t bother","https://itunes.apple.com/us/reviews/id537830671","musictomyears89","4.11.3",1,"Just another money scam.",2019-07-05,"calm"
"67","The worst","https://itunes.apple.com/us/reviews/id1035037675","vgftuu","4.11.3",1,"Literally the worst app ever, yet it’s advertised everywhere. Do not download you have to pay for everything on it!

Lame 😒",2019-07-05,"calm"
"68","Unless you plan on getting premium, it’s stupid.","https://itunes.apple.com/us/reviews/id584381668","anon45619","4.11.3",1,"It’s a great app, but the down side is, unless you plan on paying $10 a month for it, it’s useless. You only get 2 sleep stories and everything else is locked. More things should be unlocked so people can actually use the app.",2019-07-05,"calm"
"69","Data mining","https://itunes.apple.com/us/reviews/id85740576","dylanbrinkmann","4.11.3",1,"This isn’t going to help you sleep for free. It might be better if you submit your info and purchase new “stories”. Just now it’s not going to put you to bed for free",2019-07-05,"calm"
"70","What About Something to Deal with Daily Micro Aggressions?","https://itunes.apple.com/us/reviews/id10349672","Anderson-Watkins","4.11.3",2,"I’ve done all of the sessions dealing with daily stress, sleeplessness, and trauma. But I am wondering if there is anything for those of us who are from oppressed groups and have to suffer daily racism and micro aggressions. Since 2016 these things have increased, and I’m not finding my daily medications as helpful with the increase in tensions around me. Although I have never bought into this idea of happiness (that we are all somehow entitled to it) I have found some things in the mindfulness practice helpful, but again I want to feel that the things I experience every day are not something that I SHOULD be dealing with but rather perhaps as a way to CHANGE things so that I don’t need to have to listen to a how to deal with this kind of stress in the first place. I find it nearly impossible to “visualize” a warm feeling of happiness on myself let alone others around me when I have to get up every day and go out in a world that devalues me just because of my skin color. These things are not caused by me, and repeating mantras of self love and projecting this self love on others doesn’t seem to help other than to make me feel that I shouldn’t be feeling upset about such treatment in the first place.",2019-07-04,"calm"
"71","Excited!","https://itunes.apple.com/us/reviews/id586159626","cjohn051","4.11.3",5,"I appreciate your candor. I completely can relate to what you've experienced... and because of your review I downloaded the a pan and cant WAIT to use it!!",2019-07-04,"calm"
"72","Great App!!","https://itunes.apple.com/us/reviews/id571681968","Lin Maneul Miranda","4.11.3",5,"This app is pretty good so far! It lets you choose what you want to work on. It helps you improve yourself to be a better version",2019-07-04,"calm"
"73","Please Consider/Read","https://itunes.apple.com/us/reviews/id698244055","abdhkegksleksm","4.11.3",3,"Calm is a good way to relax. I was excited about getting the app because it had great reviews. But a LOT of stuff is locked. One thing you can do is listen to music. All of the music is locked. There are also guided meditations you can do. I was doing one of them called 7 days of happiness. I finished the Day 1 session and all of the other sessions are locked! Plus there are only a few unlocked meditations. Then they have bedtime stories. There are only one or two unlocked. Then when you first get the app you say what you want to work on/ why you came to Calm. Based on the data they give you a daily calm activity. I was super excited about this and thought it would be fun. But all of mine are locked. And if you want to have unlimited access to everything then you have to pay a total of 60.00 a year!! Unless you are willing to pay the price I don’t know if you want this app.",2019-07-04,"calm"
"74","Well...","https://itunes.apple.com/us/reviews/id429838043","Cadycatmobile!","4.11.3",2,"I was really excited to start Calm. I tried the free book and it was great! I fell asleep so well. I can't believe how well it worked.
   
   Me...I stupidly didn’t see there was a trial. I know that 70$ a year...but for most people that is way to much money. It is an AMAZING DEAL for one year. However, it is too much money for me and I can’t afford it. Even though the book was amazing...it wasn’t worth a trial/subscription. I also can’t do this because my family can’t put down 70$ in a week. 

        I found this app on a commercial and I thought this would be a great app for me because I have so much stress and anxiety and I am almost never positive. This is a big bummer for me because I need it.

      I asked my parents for extra allowance. They said no. Especially cause my mom just lost her job I can't pay at least 70$ in one week. After you are finished in a week, you must pay for the subscription. 

     I really wish I could do this app, but I can't and that makes me upset.

     Either lose the subscription or downsize it to 10$-20$.",2019-07-04,"calm"
"75","This has improved my sleep so much","https://itunes.apple.com/us/reviews/id20028730","It's been a long time","4.11.3",5,"My brain is too active to sleep most nights. The sleep stories capture my attention enough to allow me to go to sleep and if I wake up I play another. I’m the stories are perfect for capturing just enough of my attention.. My favorite is Calm Airways. When I first started listening I would have to play two or three or more stories to get to sleep and wished I could make a playlist. Now my mind hears a story and it’s a good trigger that it’s sleeptime and I usually only need one story I highly recommend.",2019-07-04,"calm"
"76","Mrstrox","https://itunes.apple.com/us/reviews/id40302050","mrstrox","4.11.3",5,"This app is amazing!  I use it every night",2019-07-04,"calm"
"77","Love it","https://itunes.apple.com/us/reviews/id266941386","Running is a treat","4.11.3",5,"Excellent way to search for calm , peace and inner tranquility. Thank you so much",2019-07-04,"calm"
"78","It is Awesome","https://itunes.apple.com/us/reviews/id957054466","Aleiakiana1","4.11.3",5,"This app is awesome Because-it calms meAnd it’s relaxing and there is a seven day meditation Program on itThere’s a white Noise to and many other cool stuff  but one thing is that you have pay for most of the stuff.",2019-07-04,"calm"
"79",":(","https://itunes.apple.com/us/reviews/id143765029","Daisiemur","4.11.3",3,"I just need a less expensive option or st least be able to pay one month at a time to see if it works for me.",2019-07-04,"calm"
"80","The app is a scam.","https://itunes.apple.com/us/reviews/id106567838","ShawnRT91","4.11.3",1,"If you consider that Calm has an annual subscription of $70 - before being able to access <b>any<b\> features of the app you just downloaded - the app only serves those privileged enough, financially 🤷🏾‍♂️",2019-07-04,"calm"
"81","The app isn’t really free","https://itunes.apple.com/us/reviews/id87122085","Jamesh160","4.11.3",1,"They give you like a few things that are free. The rest of the bigger selections cost money. So like you can get a free trial but then after that you have to pay $70 dollars for a full year. Which in my opinion is a rip off. Especially since you don’t get try out any good stuff for free. I think most of the 5 star reviews are people that paid the $70 dollars or are people that are being paid by the app to rate it to 5 stars.",2019-07-04,"calm"
"82","Too expensive","https://itunes.apple.com/us/reviews/id319312585","chichichimichanga","4.11.3",2,"Some of us don’t have that kind of money. Needs more things to be free. Not worth the actual cost. Helpful sleep aid, but I’ve been listening to the same story(which is already on YouTube too) for like a week.",2019-07-04,"calm"
"83","Not enough free content.","https://itunes.apple.com/us/reviews/id685921805","Luv Ya!😘","4.11.3",2,"I like this app, but I’d say almost everything requires purchasing, and there is a VERY small inventory of things to choose from that don’t require payment.",2019-07-04,"calm"
"84","Love it. Helps in all ways.","https://itunes.apple.com/us/reviews/id487604691","tammymt","4.11.3",5,"Love it. Best app ever",2019-07-04,"calm"
"85","Not free","https://itunes.apple.com/us/reviews/id362361169","B Shnizz","4.11.3",1,"Did one meditation and it seemed pretty good, but although the app is free to download, there is very little you can do without having to pay. Might be a good app, might not, I’m not sure because most features are locked unless you pay $70/year. Just make it a paid app to begin with.",2019-07-04,"calm"
"86","Calm is calming","https://itunes.apple.com/us/reviews/id522501273","Heatherbug144","4.11.3",5,"I used to have to go through the youtube jungle to find a meditation app when my anxiety disorder kicks in or I'm having a bad case of insomnia, and who knows if in the middle of the video a screaming ad pops up. Anyway, since I discovered Calm a little over a year ago, it has been my go to app to calm the noisy thought-beehive in my head when it's upset. I can't get all the way through even a 15 minute track... I fall right asleep in 5ish minutes, even during the day. Lol. It's so wonderful, it also works better than sleeping pills / force sleep. I wake up super refreshed because of Calm, even if I only get 4 hours in. I thank you from the bottom of my heart for this app ~ even got the premium because it works so well. It costs the same or less than Netflix these days, so I'm fine with paying 70 a year (12 a month) since I use it nightly. Less than 20 cents a day. People spend more money daily on coffee. :)",2019-07-04,"calm"
"87","Best ASMR app ever!!","https://itunes.apple.com/us/reviews/id42642784","mparsons1","4.11.3",5,"Amazing. More stories, please. I will stay a life long subscriber if you keep adding content and stories. I love this app when I rest in the evening.",2019-07-04,"calm"
"88","No way!","https://itunes.apple.com/us/reviews/id104782493","Unoshot","4.11.3",1,"Don’t know if this is good or not but no way I’m dropping $70 even with a very VERY small sample it gave out.",2019-07-04,"calm"
"89","Great but ...","https://itunes.apple.com/us/reviews/id211898339","legoland lover","4.11.3",4,"This is a great app but the only thing is that you have to pay to unlock videos and stuff .if you want to pay get the app but if not don’t get it.",2019-07-03,"calm"
"90","Charged me a one-year subscribtion automatically","https://itunes.apple.com/us/reviews/id418915074","你会后悔沟沟壑壑好","4.11.3",1,"Be careful when you are using it",2019-07-03,"calm"
"91","Selection of music","https://itunes.apple.com/us/reviews/id493630608","busybead","4.11.3",3,"I’d like more music to meditate with just myself",2019-07-03,"calm"
"92","smh","https://itunes.apple.com/us/reviews/id1042755540","hahjbtnjajajwnbrnd","4.11.3",1,"i downloaded this app for help sleeping and being less stressed and everything i wanted to use for those things costs money. then i finally found that the 7 day meditation was free so i did day one of it and then when i went to do day two i realized only day one was free. d i s a p p o i n t e d .",2019-07-03,"calm"
"93","Game changer","https://itunes.apple.com/us/reviews/id516510736","kg12112","4.11.2",5,"I have been a huge fan of calm since I downloaded it months ago but this last week has made me love it even more. I came down with a cold about a week ago. Like a bad one. Coughing uncontrollably, can’t sleep, tossing and turning, waking up every hour. Then I would turn on calm and I’d be asleep for the rest of the night!! I have only been able to get sleep during this sickness because of calm. It is the most amazing app and totally worth paying for the upgraded version. Thank you calm!!!!",2019-07-03,"calm"
"94","This is very good!","https://itunes.apple.com/us/reviews/id1042715707","TwoSidedSky","4.11.2",5,"I just started session 1, feels amazing!",2019-07-03,"calm"
"95","Difficult to get a refund","https://itunes.apple.com/us/reviews/id257023911","Runeseer","4.11.2",2,"I haven’t been able to figure out how to cancel my subscription or get a refund.",2019-07-03,"calm"
"96","Grateful","https://itunes.apple.com/us/reviews/id163437137","amina3571","4.11.2",5,"I’m so grateful for this app, the content and the creators. Calm has helped me take control of anxiety and the sleep stories have been amazing at night. Thank you!!!",2019-07-03,"calm"
"97","This app is not okay!","https://itunes.apple.com/us/reviews/id750638220","5Godfrey5","4.11.2",1,"Not free! Don’t download! Is an actual trap and should be deleted off the App Store immediately.",2019-07-03,"calm"
