"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date","app_name"
"21","SOOOOOOOOO GOOOOOOOOOODDDDDDD","https://itunes.apple.com/us/reviews/id824242277","Maggie Ish","3.64.0",5,"I love it so much!! I usually don’t write reviews that much because i’m only 11. My mom said I needed to try this because I fight with my sister all the time and i seem so stressed. I needed this so bad. I realized it helped me with a lot of my problems and it was so helpful. It helped calm me down so that i didnt start screaming or punching walls or anything like that. I love this app because i just click into it whenever i’m mad and it soothes me and it gets rid of my stress. I set it to remind me every morning at 9:30 to do it but i usually don’t have time to do it at 9:30 so i just do it whenever i need to which is about 2 times a day. I also use the sleep thing. I usually can’t go to sleep easily and it help a TON. I definitely would recommend this app for when you are stressed or can’t fall asleep or anything like that!! <U+0001F44D><U+0001F3FB>",2019-06-26,"headspace"
"22","user-friendly (in every sense) and immensely rewarding","https://itunes.apple.com/us/reviews/id129925053","cactus1111","3.64.0",5,"from the animations to the library layout to the practices, headspace is extremely approachable at any level of comfort with meditation. the very existence of the app is motivating, but headspace provides additional encouragement with progress bars and milestones.

there are meditation exercises of varying duration and for a myriad of activities and moods, along with a stellar collection of “sleepcasts” (which has a slider to alter the volume of either ambient noise or voice). exercises can be downloaded for offline listening. 

I can see no downsides and would recommend headspace to anyone as a worthwhile investment.",2019-06-26,"headspace"
"23","Headspace is awesome!  I love the guided meditation and the teachings.  I highly recommend it","https://itunes.apple.com/us/reviews/id703117082","Margie's Mountain View","3.64.0",5,"I had no idea what I was doing when I first tried to meditate.  First I downloaded the free app but now I’m a member.  Totally awesome!",2019-06-25,"headspace"
"24","My moment of centering all things","https://itunes.apple.com/us/reviews/id7028920","TheVerbo","3.64.0",5,"I love to get quiet in the morning and do my headspace exercise. The voice is so soothing and his insights are amazing. It has helped me through some challenging times. I am very grateful for the creative person(s) that created headspace.",2019-06-25,"headspace"
"25","Design used to be minimalistic but not anymore","https://itunes.apple.com/us/reviews/id432226069","Rohitk25","3.64.0",2,"I have been using this app for more than an year now. It's designused to be so clean and minimalistic that I absolutely love it. Everyday I open the app and with one tap I start my meditation.

Now the design seems like calling for attention from everywhere. When I open the app now, My mind is like ""Look here! look there"" ""more content here"", which is exactly opposite of the only purpose of this app.",2019-06-25,"headspace"
"26","Great for anyone looking to get into meditating.","https://itunes.apple.com/us/reviews/id125525594","The world is great","3.64.0",5,"Thank you guys for creating this app. It has helped me to appreciate the day more and be a happier person no matter what the surrounding are.",2019-06-25,"headspace"
"27","Perfect app for getting into meditation","https://itunes.apple.com/us/reviews/id551451910","Dr.J56","3.64.0",5,"It changed my whole mindset and is very easy to use.  Way worth it for $100 a year",2019-06-25,"headspace"
"28","Headspace has changed my life","https://itunes.apple.com/us/reviews/id105291820","Aden05","3.64.0",5,"This has been the most important change I have made in my life in many years. I have been using the app for a little over a year. Andy’s calming voice and his vast knowledge of mindfulness meditation is amazing. The changes were subtle in the beginning but as I grow and learn, my life is calmer, more in the moment and much less stressed. I cannot thank him enough for his guidance and this incredible Headspace journey. Thank you to all the others who participate in the group meditations. For those few minutes the feeling of unity is beautiful.",2019-06-25,"headspace"
"29","Great app but won’t let you cancel your subscription","https://itunes.apple.com/us/reviews/id565803996","Mehhhhhhhhhhhi","3.64.0",3,"It’s a great app with tons of guided meditations, but be careful it doesn’t let you to cancel your subscription in the middle of the subscription period and when I asked them they mentioned they have this condition in the agreement term. That doesn’t make sense to me first of all you should be free to cancel your subscription whenever you want and secondly who read all pages of agreement term and condition!! I sent them an email and asked them to remove cancel anytime from the the sign up page it’s really confusing.",2019-06-25,"headspace"
"30","Cost","https://itunes.apple.com/us/reviews/id153402693","K8 da great","3.64.0",3,"This app helps me a lot but please make it more affordable",2019-06-25,"headspace"
"31","Overbearing paywall","https://itunes.apple.com/us/reviews/id445425850","Slidepool","3.64.0",3,"I saw this as an ad on youtube and thought it would be nice. I deal with anxiety and sleep troubles and I’ve noticed that ambient sounds help. Downloaded it and had a little meditation session for 3 minutes, which was really nice. Wanting to see what else there was to offer i was met with loads of ‘subscribe to unlock’ on almost all of the options. I was kind of disappointed, i knew there would be some pay to listen stuff but nothing this excessive. Lovely art style and calm voices with many different types of things to choose from, from sleep to anxiety to meditation and many more. A nice thought to get but its a bit costly for me. I highly recommend though if you’re financially able too buy it",2019-06-25,"headspace"
"32","Lots of resources","https://itunes.apple.com/us/reviews/id120144698","Lolliepants","3.64.0",5,"I like this app bc there’s lots of subjects he addresses in the meditations. There are different kinds of resources too - meditations, educational videos, sleeping music/tones (which I find very soothing and helpful to get me into sleep) and more. I like his voice too. It’s soothing. Headspace has been a big help to me. I recommend this meditation app.",2019-06-25,"headspace"
"33","Wonderful","https://itunes.apple.com/us/reviews/id197947514","Monicarae29","3.64.0",5,"Andy is so wonderful and his voice is so calming!! My children, ages 10 and 5, listen to Andy and the sleep sounds to help us all relax and doze off!!! Worth every cent!!!",2019-06-25,"headspace"
"34","I’m a smol","https://itunes.apple.com/us/reviews/id635901243","Bunnnnnnnyyyy","3.63.0",4,"I am not an adult yet but this helps me fall asleep and I’d like to listen to other things to help my anxiety but I cannot due to the subscription.",2019-06-24,"headspace"
"35","Awesome","https://itunes.apple.com/us/reviews/id29340481","Dweezletweezle","3.63.0",5,"Use it almost daily and it is the key to my meditation practice!",2019-06-24,"headspace"
"36","Life Changing","https://itunes.apple.com/us/reviews/id556819928","therealalli","3.63.0",5,"Headspace absolutely changed my life! I have loved each and every second of using it. I have grown to be more aware, more attentive, and kinder to myself and others. The only thing I would ask is that there be more meditations and courses! A larger selection would be greatly appreciated. But I am still thrilled, nonetheless!",2019-06-24,"headspace"
"37","LOVE this app","https://itunes.apple.com/us/reviews/id26477633","Paramedic912","3.63.0",5,"Y’all. This App is honestly life changing. I work EMS and this means a mix of nights, days, meetings, and long 24hr+ shifts. The sleep casts have me comfortably asleep before they finish and they keep my naturally anxious mind from racing. The meditations are top notch, the “white noise” variants are excellent, and the courses have helped me become more self aware and better at managing my anxiety. I seriously can’t recommend this app enough. It’s the only App I pay for and it’s worth every penny.",2019-06-24,"headspace"
"38","To pricey","https://itunes.apple.com/us/reviews/id488047559","Astro pig","3.63.0",4,"I tried the free trial and was great but then it said 10 dollars a month for a meditation app. I just can’t see that being reasonable. Otherwise great app.",2019-06-24,"headspace"
"39","Other options that are cheaper","https://itunes.apple.com/us/reviews/id951311840","imjusttrynnasleep","3.63.0",2,"The subscription is way too pricey for the amount of content being offered. If this were to have a flat fee upon purchase, rather than a subscription fee, I would be more induced to buy the app.",2019-06-24,"headspace"
"40","Very Good","https://itunes.apple.com/us/reviews/id241011149","Royal Africa","3.63.0",5,"This app is good for meditation, but a little hard to navigate. I could use a better layout and an index.",2019-06-24,"headspace"
"41","Nice Work!","https://itunes.apple.com/us/reviews/id195115728","Madstud13","3.63.0",5,"Love the ability to calm my mind when I need to. Best digital meditation app out there!",2019-06-24,"headspace"
"42","Everything is locked behind a subscription","https://itunes.apple.com/us/reviews/id427587122","Snoke the sleepy","3.63.0",1,"I use to listen to the sleepcast every night before bed it really helped with my mental state. Rain day antiques was my favorite. I left for a while and get I get back all the sleepcast are locked behind a subscription. I miss Henry. Will give five stars again when I can listen for free again.",2019-06-24,"headspace"
"43","Life Saver!","https://itunes.apple.com/us/reviews/id38546154","rhetter_in_da_house","3.63.0",5,"I suffer from chronic anxiety and head space has been a life changer for me. I highly recommend it for anyone looking to be more mindful and at peace with your mind.",2019-06-24,"headspace"
"44","more female voice","https://itunes.apple.com/us/reviews/id787062440","ale0908743","3.63.0",5,"i want the female voice as an option for every meditation",2019-06-23,"headspace"
"45","Headspace","https://itunes.apple.com/us/reviews/id1005014915","WiskyTangoFoxtrot","3.63.0",5,"You really need this app

It will help you rediscovered the most important things in life:balance, happiness, & impermanence.",2019-06-23,"headspace"
"46","Beautiful App","https://itunes.apple.com/us/reviews/id475765064","Awxis","3.63.0",5,"I recommend this app for anybody that is looking for mental clarity and stress reduction. Thank you Headspace<U+0001F44D><U+0001F3FC>",2019-06-23,"headspace"
"47","Annoying","https://itunes.apple.com/us/reviews/id827972011","funkylucky","3.63.0",1,"“Here’s something to fall asleep to” I’m trying to strengthen my focus, not loose it. Literally the opposite of what I needed",2019-06-23,"headspace"
"48","Stress solver","https://itunes.apple.com/us/reviews/id507668992","Sally fleperss","3.63.0",5,"I like to use this app as soon as I wake up right after brushing my teeth.",2019-06-23,"headspace"
"49","Waste of space","https://itunes.apple.com/us/reviews/id41538658","clovis213","3.63.0",1,"This app is great until you have to pay, its way too expensive! After your first 10 sessions, the app is a pointless waste of space.",2019-06-23,"headspace"
"50","Review for incoming experienceno","https://itunes.apple.com/us/reviews/id379005292","rustysone","3.63.0",5,"So this is the first time I’ve tried anything like this I heard about it on my Sirius radio and I am terribly excited and look forward to seeing all of this Friday that everyone’s talked about and I’m not very tech savvy so I’m glad you were able to buy anything and I can enjoy calm thank you again",2019-06-23,"headspace"
"51","Wallets","https://itunes.apple.com/us/reviews/id353858168","notyouraveragenelly","3.63.0",1,"Garbage, everything is pay to play.",2019-06-23,"headspace"
"52","bad","https://itunes.apple.com/us/reviews/id1038128640","anilaamaya","3.63.0",1,"the one time i used this add was the one time i had a nightmare <U+2757><U+FE0F>",2019-06-22,"headspace"
"53","Helps me feel so focused I love it!!!!!","https://itunes.apple.com/us/reviews/id689875789","Instant Queen","3.63.0",5,"It helps me clear my mind and a great way to start my morning feeling fresh and ready.",2019-06-22,"headspace"
"54","Life Changing","https://itunes.apple.com/us/reviews/id634766274","PandoraDawn","3.63.0",5,"My mind is more calm. My family is noticing a difference. I no longer have huge mood swings and I am learning to control my emotions. I tell everyone I know about meditation now. My Life has completely changed and I am finding it easier to stay on my correct path now. Thank you <U+0001F499>",2019-06-22,"headspace"
"55","Amazing","https://itunes.apple.com/us/reviews/id586714293","Handsheart","3.63.0",5,"I am having a wonderful experience with headspace. I feel calmer and I am on a goal to get off my anxiety meds completely. My doctor is happy with my progress and it is thanks to headspace!",2019-06-22,"headspace"
"56","Monthly charges don’t stop after canceling subscription","https://itunes.apple.com/us/reviews/id206351719","rome2019","3.63.0",1,"After a trial subscription to Headspace, I not to continue with the app. I cancelled my subscription through iTunes, as suggested, and indeed, the subscription was removed. The monthly charges to my American Express, however, were not. It’s been a year now, and I keep getting charged a monthly $12.99 -now having payed upwards of $150 for an app I do not want nor use.  The company’s number does not connect you to a live person, and a letter to their snail mail address has gone unanswered. I have tried disputing the charge through my credit card company. And while the particular charge disputed gets removed, a new one appears the following month. Definitely not relaxing, and definitely uncool for a wellness app. As a psychologist, I’ve stopped recommending the app to my patients. It’s not worth the aggravation!",2019-06-21,"headspace"
"57","Please add landscape support for iPad.","https://itunes.apple.com/us/reviews/id79024709","Stephen Che.","3.63.0",3,"Great service! Wish the app would support landscape mode — doesn’t have to be elegant, I just want it to work!",2019-06-21,"headspace"
"58","Amazing Meditation App","https://itunes.apple.com/us/reviews/id578594611","Nurse Monique","3.63.0",5,"I love this meditation app so much it helps me relax more, I am a nurse and I feel so much tension and a little stressed at times at the end of the day or sometimes during the day. I made time to pray and meditate each morning and each night. I was looking for a meditation app that I can have all of my meditation needs met .. and I found Headspace. Omg I love it !! I love the Group Meditation in the mornings before I start my nurse shift..The developer voice Andy is on the app Given us our meditation dialogue for different topics on this app.from being stress or you need help being content or trying to get peaceful rest etc... he has an on this app is an amazing app.At night the most because my body is resting so I play Headspace sleep meditation , it puts me to sleep in a very calmly and Soothing mode . 
Thank you Andy For That’s amazing app I will always be a customer to Headspace.",2019-06-21,"headspace"
"59","Meditation finally works for me","https://itunes.apple.com/us/reviews/id981985365","DovahGing","3.63.0",5,"I’ve never really been into any sort of meditation and I’ve tried this app before without any sort of pay off. But this time using it I’ve noticed has worked so much better for me and I think that’s because I’m not trying to make anything happen with it. I’m simply doing what they say to in the exercises and it’s working so well. I feel calm and at peace after I meditate and this app does a great job of guiding you through the meditation.",2019-06-21,"headspace"
"60","Easy to follow","https://itunes.apple.com/us/reviews/id217366017","Miss Seadog","3.63.0",5,"Fits right into my routine with minimal effort. I look forward to every season.",2019-06-21,"headspace"
"61","I’m in love","https://itunes.apple.com/us/reviews/id414950034","tcbills","3.63.0",5,"This app is so unique because of the layout, the animations, the insane amount of meditation courses, and all the sleep features. I originally got this app just to learn how to meditate but now I’m taking the anxiety course, using the sleepcasts nightly, and am planning which courses to take next to improve my life. Any situation you could think of, they have a meditation for.",2019-06-21,"headspace"
"62","Less peaceful with every update","https://itunes.apple.com/us/reviews/id22532665","patontv","3.63.0",1,"Headspace is losing its way. I am assaulted and barraged with overlays and pop-ups about unrelated or ancillary products and services when I just want to meditate. Congrats on making a formerly great mental health and relaxation tool frustrating and stressful.",2019-06-21,"headspace"
"63","Oof","https://itunes.apple.com/us/reviews/id294168997","Geni Piek","3.63.0",3,"I hate that the sleep stuff is not free  it can be annoying I have hard time sleeping every night",2019-06-21,"headspace"
"64","Headspace","https://itunes.apple.com/us/reviews/id519942591","Thatsnotmyname15","3.63.0",5,"It is helping a lot with sleep and it’s making me happier",2019-06-21,"headspace"
"65","This Works Great!","https://itunes.apple.com/us/reviews/id685306181","hjnkr","3.63.0",5,"I got this app, to help me calm down after a workout. I’m very competitive and have a hard time getting back to indoor me. Usually, I would just take 5 deep breaths. However, it wasn’t working to well. I decided to look on the App Store. I didn’t find this app, but found it while playing another game on my Phone. This is amazing, and actually works. I recommend it!",2019-06-21,"headspace"
"66","Calming meditations","https://itunes.apple.com/us/reviews/id737721783","hannah_gd","3.63.0",5,"Great app",2019-06-21,"headspace"
"67","I used this & it worked so well and I’m a challenge to relax!","https://itunes.apple.com/us/reviews/id34238479","speak out","3.63.0",5,"This is actually the ONLY APP I’ve tried that works for me. Friends have tried to help by bringing me to various meditation venues, and I really wanted it to work! Nothing did until I tried Headspace. I’m a teacher on a tight budget so something has to REALLY be beneficial for me to sign up. Not only am I happy for myself, but I play it for my parents and use it regularly for my elementary school kids! Mind Up! is big seemingly everywhere but in the US for children during school. I’ve been an advocate for it in my school district and hope others can see and feel the benefits.",2019-06-20,"headspace"
"68","It surprised me","https://itunes.apple.com/us/reviews/id234199382","Trombonist110","3.63.0",5,"I never thought of myself as someone who needs to meditate. I’ve always felt I had a good grip on handling my daily stressors and keeping my head, but in the few days I’ve had this app it’s taught me that’s not what it’s about. The experience is well worth the money and the app is lovely. The art is attractive and calming, the voices are nice and feel good to listen to, and the messages are important. Some of it is a struggle to get my head around but I am happy to continue this journey.",2019-06-20,"headspace"
"69","Awesome","https://itunes.apple.com/us/reviews/id952539652","TheRobloxandforniter","3.63.0",5,"I was having trouble sleeping and this app did the job",2019-06-20,"headspace"
"70","Headspace","https://itunes.apple.com/us/reviews/id669202547","MB10l32a","3.63.0",5,"A great and must have app for anyone who’s starting on mediation. Plus it’s also a great app for students who are always under stress; just take 3 or 5 minutes of your time to mediate and you’ll immediately feel the difference after you meditate.",2019-06-20,"headspace"
"71","I absolutely love this app.","https://itunes.apple.com/us/reviews/id312239206","Karlee!!!","3.63.0",5,"I got the app to put on my Apple Watch so I could have breathing sessions throughout my day! I started having trouble sleeping and that’s when I noticed their sleeping sessions on the app I was desperate and would try anything. I instantly noticed how easily I fell asleep and now I can’t sleep without my meditation first! I love this app and use it daily! Only recommendation I would give to the developers is allowing my to go from one meditation to the next without touching my phone! Almost like a meditation playlist! I honestly just want to be able to listen to my “goodnight” meditation and then have the “dream” sleepcast come on right after! But a big thanks to the app for helping me with not only my sleep but also my day yo day anxiety!",2019-06-20,"headspace"
"72","Not enough free mediations","https://itunes.apple.com/us/reviews/id111602200","Srendina","3.63.0",1,"Most of them cost money.",2019-06-20,"headspace"
"73","Disappointed","https://itunes.apple.com/us/reviews/id1027128875","whatever isnt taken already","3.63.0",1,"I just have to say how disappointing and absurd it is that the sleep meditation is now subscription-only. So upset that i’ve lost access to half of the app because I don’t pay for a subscription when sleep meditation is just as important as daily/stress relieving meditation. Heartbroken, so to speak.",2019-06-20,"headspace"
"74","Great","https://itunes.apple.com/us/reviews/id1012069035","KatisKool262009dance","3.63.0",5,"Very relaxing... it helps me to be more calm and sleepy before bed",2019-06-20,"headspace"
"75","Awesome job headspace","https://itunes.apple.com/us/reviews/id1034015329","need help sleeping read this","3.63.0",5,"I go to sleep in 5 min with this app but a lot of things u need to by but I gave 5 stars to it because I only need 1 thing helping me go sleep.",2019-06-20,"headspace"
"76","Lifesaver","https://itunes.apple.com/us/reviews/id32982564","Googhie1","3.63.0",5,"Using this app daily is truly a lifesaver.  It makes it easy for me to get in my mental workout on a regular basis.",2019-06-19,"headspace"
"77","New to headspace","https://itunes.apple.com/us/reviews/id23453576","Jennyandjeff","3.63.0",5,"Brand new to meditation and headspace and am on day 23 in my daily streak. I like everything about this process so far. I’ve read the book and am excited about where it’s all taking me.  I was very hesitant about sitting and meditating for ten or twenty minutes at first. I didn’t think I could stand it but now am looking forward to every session.",2019-06-19,"headspace"
"78","Calm atmosphere","https://itunes.apple.com/us/reviews/id283831736","acuisle","3.63.0",5,"This is an excellent service especially for beginners of meditation like me. Headspace makes meditation approachable and inviting. I recommend this app to anyone who is interested in meditation.",2019-06-19,"headspace"
"79","Love love love! But 1 problem...","https://itunes.apple.com/us/reviews/id582248332","<U+2727>Bookworm12<U+2727>","3.63.0",4,"I started out using this every day for about a week, and it was the most important part of my day. I love this app so much!! After a while I had to kind of stop using it since almost everything cost money, and I was running out of free courses. Also the ones I wanted to try cost money too. I do not like to spend money on apps, and I just wished the app had some sort of  cash system? For example, each time you do a mindfulness exercise you earn 50 coins, and if you save up enough coins for a exercise that costs 200 coins. Then you earn enough coins but still be able to access ones that cost money by using the app often. Still, this app is a wonderful idea and concept, that was my only issue!",2019-06-19,"headspace"
"80","Headspace review","https://itunes.apple.com/us/reviews/id734260302","cahghshs","3.63.0",5,"I think Headspace is a great app. I have anxiety, and it really helps me cope with that. Thank you Headspace.",2019-06-19,"headspace"
"81","Best","https://itunes.apple.com/us/reviews/id819374124","Anny Lyza","3.63.0",5,"Doing Headspace has been healing and transformative.  Best investment of time.  I am grateful and blessed.",2019-06-19,"headspace"
"82","Privacy policy suggests privacy isn’t the policy. Are you the customer, or the product?","https://itunes.apple.com/us/reviews/id932462574","q44623","3.63.0",1,"Horrible at privacy for paying “customers,” or just refuse to provide details when contacted.
Edit: It basically went:
Q: Do you give data to third parties?
A: We’re refunding your account (They also canceled my paid membership “by mistake”).
Try to ask them yourself and decide for yourself if you are the customer or the product. I’d rather pay to be a customer, it feels strange to pay to be the product.
 Or maybe try to get a refund by mentioning privacy.
Hint: sending you to the app settings doesn’t tell you what they share, or if they have third party SDKs in the app that interact directly with third parties.",2019-06-19,"headspace"
"83","Headspace review","https://itunes.apple.com/us/reviews/id1036585131","Sarah Majeed","3.63.0",5,"I love this app so much! I’ve been falling into stress and anxiety has been creeping around lately, once I saw the add multiple of times I decided that it was time to download it once I opened the app up it was like a whole new word opened up. I know I could depend on the app, I find it cute relatable and relaxing and sensational! I definitely recommend the app if you have trouble sleeping, or simply being stressed or if you’re dealing with OCD obsessive compulsive disorder, or anxiety! Even helps with depression, what’d ya know? Just comes in hand!",2019-06-19,"headspace"
"84","Relaxed.","https://itunes.apple.com/us/reviews/id236174211","msemcgill","3.63.0",5,"The guided breathing and meditation is very easy to do. Nice voice and calming.
I’ve searched for this stule and finally found it. Thanks.",2019-06-19,"headspace"
"85","Meditation For Some","https://itunes.apple.com/us/reviews/id138211775","Stormlyht","3.63.0",3,"I’m not able to access a lot of this because of money.  It’s nice for the free content but I think you need to be able to pay to really experience it.  I’m afraid to do the trial as I’ve forgotten to end them and ended up charged in the past with other companies.  I wish there was a way to just buy a section or series for less money.  I sometimes have 5 or 10 dollars but rarely more than that for leisure or pampering myself.",2019-06-19,"headspace"
"86","So glad I found headspace!","https://itunes.apple.com/us/reviews/id193001287","Katiemcneilly1234","3.63.0",5,"Headspace has changed my life! I’m so glad that I have it and have made it part of my morning routine! It is by far the best directed way to begin meditation and help guide me along the way. Thank you!",2019-06-19,"headspace"
"87","I love this app!","https://itunes.apple.com/us/reviews/id1000016835","hi im a hoe","3.63.0",5,"Headspace is a great way to relax and get comfortable.",2019-06-18,"headspace"
"88","Eh","https://itunes.apple.com/us/reviews/id110540706","crouchingferret","3.63.0",4,"Good but too expensive.",2019-06-18,"headspace"
"89","Great app but needs more free options","https://itunes.apple.com/us/reviews/id669608988","Bigboyjavi","3.63.0",5,"This app is great but I feel like it definitely needs some more free options because a lot require a subscription",2019-06-18,"headspace"
"90","Wanted to try it, but really can’t unless my parents pay money.","https://itunes.apple.com/us/reviews/id1035832109","the rager 1221","3.63.0",2,"I wanted to test it out cause I thought the concept was cool and people seemed to like it. Was genuinely excited to have found a way to relive my stress/anxiety, then I figured out to really do anything u need to by the premium. And as a 11 year old I can’t buy anything and there is no way my parents will actually buy it. Really disappointed to figure out it costs money. :( Really thought I had found something to help me relax. Not to diminish the creators but I was just hoping for something better.",2019-06-18,"headspace"
"91","Great meditation app for beginners.","https://itunes.apple.com/us/reviews/id431133610","Isaiah750429","3.63.0",5,"There’s a section in the app called “The basics” which is a 3 to 10 min. session divided into 10 parts. Each of them being extremely helpful, beneficial, & informative. It informs you on what meditation is, a way of doing it, how it benefits our lives, etc.",2019-06-18,"headspace"
